id,name,sku,current_price,list_price,discount_percentage,discount_label,product_url,image_url,specifications,all_specifications,images
sil699-sillon-ejecutivo-starken-pu-brown-hcl-1221-h-1221l-1041,SILLÓN EJECUTIVO STARKEN PU BROWN (HCL-1221/H-1221L),SIL699,11975.82,14089.2,15.0,-15%,https://www.cecomsa.com/shop/sil699-sillon-ejecutivo-starken-pu-brown-hcl-1221-h-1221l-1041,https://www.cecomsa.com/web/image/product.template/1041/image_256/%5BSIL699%5D%20SILL%C3%93N%20EJECUTIVO%20STARKEN%20PU%20BROWN%20%28HCL-1221-H-1221L%29?unique=530f36d,"{'Marca': 'STARKEN', 'Color': 'BROWN', 'Soporte en CS': '1 MES', 'Soporte en Partes': '1 MES', 'Soporte en Proveedor': '1 MES'}","{'MARCA': 'STARKEN', 'MODELO': 'HCL-1221', 'COLOR': 'BROWN', 'MATERIAL': 'PU', 'DIMENSIÓN': 'Ancho 29 pulg. Altura 46 pulg. Profundidad 25 pulg.', 'SOPORTE EN CS': '1 MES', 'SOPORTE EN PARTES': '1 MES', 'SOPORTE EN PROVEEDOR': '1 MES'}",['https://www.cecomsa.com/web/image/product.product/1041/image_1024/%5BSIL699%5D%20SILL%C3%93N%20EJECUTIVO%20STARKEN%20PU%20BROWN%20%28HCL-1221-H-1221L%29?unique=530f36d']
sil967-sillon-ejecutivo-starken-en-pu-browm-hlc-0769l-1038,SILLÓN EJECUTIVO STARKEN EN PU BROWM (HLC-0769L),SIL967,11725.07,13794.2,15.0,-15%,https://www.cecomsa.com/shop/sil967-sillon-ejecutivo-starken-en-pu-browm-hlc-0769l-1038,https://www.cecomsa.com/web/image/product.template/1038/image_256/%5BSIL967%5D%20SILL%C3%93N%20EJECUTIVO%20STARKEN%20EN%20PU%20BROWM%20%28HLC-0769L%29?unique=530f36d,"{'Marca': 'STARKEN', 'Color': 'BROWN', 'Soporte en CS': '1 MES', 'Soporte en Partes': '1 MES', 'Soporte en Proveedor': '1 MES'}","{'MARCA': 'STARKEN', 'MODELO': 'HLC-0769L', 'COLOR': 'BROWN', 'MATERIAL': 'PU', 'DIMENSIÓN': 'Ancho 27.5 pulg. Altura 47 pulg. Profundidad 21 pulg.', 'SOPORTE EN CS': '1 MES', 'SOPORTE EN PARTES': '1 MES', 'SOPORTE EN PROVEEDOR': '1 MES'}",['https://www.cecomsa.com/web/image/product.product/1038/image_1024/%5BSIL967%5D%20SILL%C3%93N%20EJECUTIVO%20STARKEN%20EN%20PU%20BROWM%20%28HLC-0769L%29?unique=530f36d']
sil549-sillon-ejecutivo-starken-en-piel-black-sx-5799b-1035,SILLÓN EJECUTIVO STARKEN EN PIEL BLACK (SX-5799B),SIL549,11725.07,13794.2,15.0,-15%,https://www.cecomsa.com/shop/sil549-sillon-ejecutivo-starken-en-piel-black-sx-5799b-1035,https://www.cecomsa.com/web/image/product.template/1035/image_256/%5BSIL549%5D%20SILL%C3%93N%20EJECUTIVO%20STARKEN%20EN%20PIEL%20BLACK%20%28SX-5799B%29?unique=530f36d,"{'Marca': 'STARKEN', 'Color': 'BLACK', 'Soporte en CS': '1 DÍA', 'Soporte en Partes': '1 DÍA', 'Soporte en Proveedor': '1 DÍA'}","{'MARCA': 'STARKEN', 'MODELO': 'SX-5799B', 'COLOR': 'BLACK', 'MATERIAL': 'PIEL', 'DIMENSIÓN': 'Ancho 24.4 pulg. Altura 40.7 pulg. Profundidad 22.8 pulg.', 'SOPORTE EN CS': '1 DÍA', 'SOPORTE EN PARTES': '1 DÍA', 'SOPORTE EN PROVEEDOR': '1 DÍA'}",['https://www.cecomsa.com/web/image/product.product/1035/image_1024/%5BSIL549%5D%20SILL%C3%93N%20EJECUTIVO%20STARKEN%20EN%20PIEL%20BLACK%20%28SX-5799B%29?unique=530f36d']
sil985-sillon-ejecutivo-starken-en-pu-black-hlc-1221l-1031,SILLÓN EJECUTIVO STARKEN EN PU BLACK (HLC-1221L),SIL985,11925.67,14030.2,15.0,-15%,https://www.cecomsa.com/shop/sil985-sillon-ejecutivo-starken-en-pu-black-hlc-1221l-1031,https://www.cecomsa.com/web/image/product.template/1031/image_256/%5BSIL985%5D%20SILL%C3%93N%20EJECUTIVO%20STARKEN%20EN%20PU%20BLACK%20%28HLC-1221L%29?unique=530f36d,"{'Marca': 'STARKEN', 'Color': 'BLACK', 'Soporte en CS': '1 MES', 'Soporte en Partes': '1 MES', 'Soporte en Proveedor': '1 MES'}","{'MARCA': 'STARKEN', 'MODELO': 'HLC-1221L', 'COLOR': 'BLACK', 'MATERIAL': 'PU', 'DIMENSIÓN': 'Ancho 29 pulg. Altura 47 pulg. Profundidad 25 pulg.', 'SOPORTE EN CS': '1 MES', 'SOPORTE EN PARTES': '1 MES', 'SOPORTE EN PROVEEDOR': '1 MES'}",['https://www.cecomsa.com/web/image/product.product/1031/image_1024/%5BSIL985%5D%20SILL%C3%93N%20EJECUTIVO%20STARKEN%20EN%20PU%20BLACK%20%28HLC-1221L%29?unique=530f36d']
sil584-sillon-ejecutivo-starken-pu-black-hlc-0631l-1-1030,SILLÓN EJECUTIVO STARKEN PU BLACK (HLC-0631L-1),SIL584,11323.87,13322.2,15.0,-15%,https://www.cecomsa.com/shop/sil584-sillon-ejecutivo-starken-pu-black-hlc-0631l-1-1030,https://www.cecomsa.com/web/image/product.template/1030/image_256/%5BSIL584%5D%20SILL%C3%93N%20EJECUTIVO%20STARKEN%20PU%20BLACK%20%28HLC-0631L-1%29?unique=530f36d,"{'Marca': 'STARKEN', 'Color': 'BLACK', 'Soporte en CS': '1 MES', 'Soporte en Partes': '1 MES', 'Soporte en Proveedor': '1 MES'}","{'MARCA': 'STARKEN', 'MODELO': 'HLC-0631L-1', 'COLOR': 'BLACK', 'MATERIAL': 'PU', 'DIMENSIÓN': 'Ancho 25.1pulg  Altura 43.7pulg  Profundidad 21.3pulg.', 'SOPORTE EN CS': '1 MES', 'SOPORTE EN PARTES': '1 MES', 'SOPORTE EN PROVEEDOR': '1 MES'}",['https://www.cecomsa.com/web/image/product.product/1030/image_1024/%5BSIL584%5D%20SILL%C3%93N%20EJECUTIVO%20STARKEN%20PU%20BLACK%20%28HLC-0631L-1%29?unique=530f36d']
sil938-sillon-ejecutivo-starken-en-piel-black-ys1104a-1025,SILLÓN EJECUTIVO STARKEN EN PIEL BLACK (YS1104A),SIL938,20802.22,24473.2,15.0,-15%,https://www.cecomsa.com/shop/sil938-sillon-ejecutivo-starken-en-piel-black-ys1104a-1025,https://www.cecomsa.com/web/image/product.template/1025/image_256/%5BSIL938%5D%20SILL%C3%93N%20EJECUTIVO%20STARKEN%20EN%20PIEL%20BLACK%20%28YS1104A%29?unique=530f36d,"{'Marca': 'STARKEN', 'Color': 'BLACK', 'Soporte en CS': '1 DÍA', 'Soporte en Partes': '1 DÍA', 'Soporte en Proveedor': '1 DÍA'}","{'MARCA': 'STARKEN', 'MODELO': 'YS1104A', 'COLOR': 'BLACK', 'MATERIAL': 'PIEL', 'DIMENSIÓN': 'Ancho 23.5 pulg. Altura 48.5 pulg. Profundidad 20 pulg.', 'SOPORTE EN CS': '1 DÍA', 'SOPORTE EN PARTES': '1 DÍA', 'SOPORTE EN PROVEEDOR': '1 DÍA'}",['https://www.cecomsa.com/web/image/product.product/1025/image_1024/%5BSIL938%5D%20SILL%C3%93N%20EJECUTIVO%20STARKEN%20EN%20PIEL%20BLACK%20%28YS1104A%29?unique=530f36d']
sil951-sillon-ejecutivo-starken-white-en-piel-hlc-1272l-1023,SILLÓN EJECUTIVO STARKEN WHITE EN PIEL (HLC-1272L),SIL951,10210.54,12012.4,15.0,-15%,https://www.cecomsa.com/shop/sil951-sillon-ejecutivo-starken-white-en-piel-hlc-1272l-1023,https://www.cecomsa.com/web/image/product.template/1023/image_256/%5BSIL951%5D%20SILL%C3%93N%20EJECUTIVO%20STARKEN%20WHITE%20EN%20PIEL%20%28HLC-1272L%29?unique=530f36d,"{'Marca': 'STARKEN', 'Color': 'WHITE', 'Soporte en CS': '1 DÍA', 'Soporte en Partes': '1 DÍA', 'Soporte en Proveedor': '1 DÍA'}","{'MARCA': 'STARKEN', 'MODELO': 'HLC-1272L', 'COLOR': 'WHITE', 'MATERIAL': 'PIEL', 'DIMENSIÓN': 'Ancho 25 pulg. Altura 47 pulg. Profundidad 23 pulg.', 'SOPORTE EN CS': '1 DÍA', 'SOPORTE EN PARTES': '1 DÍA', 'SOPORTE EN PROVEEDOR': '1 DÍA'}",['https://www.cecomsa.com/web/image/product.product/1023/image_1024/%5BSIL951%5D%20SILL%C3%93N%20EJECUTIVO%20STARKEN%20WHITE%20EN%20PIEL%20%28HLC-1272L%29?unique=530f36d']
sil953-sillon-ejecutivo-starken-en-piel-hlc-0631l-1-1022,SILLÓN EJECUTIVO STARKEN EN PIEL (HLC-0631L-1),SIL953,11323.87,13322.2,15.0,-15%,https://www.cecomsa.com/shop/sil953-sillon-ejecutivo-starken-en-piel-hlc-0631l-1-1022,https://www.cecomsa.com/web/image/product.template/1022/image_256/%5BSIL953%5D%20SILL%C3%93N%20EJECUTIVO%20STARKEN%20EN%20PIEL%20%28HLC-0631L-1%29?unique=530f36d,"{'Marca': 'STARKEN', 'Color': 'BROWN', 'Soporte en CS': '1 DÍA', 'Soporte en Partes': '1 DÍA', 'Soporte en Proveedor': '1 DÍA'}","{'MARCA': 'STARKEN', 'MODELO': 'HLC-0631L-1', 'COLOR': 'BROWN', 'MATERIAL': 'PIEL', 'DIMENSIÓN': 'Ancho 18 pulg. Altura 32 pulg. Profundidad 16 pulg.', 'SOPORTE EN CS': '1 DÍA', 'SOPORTE EN PARTES': '1 DÍA', 'SOPORTE EN PROVEEDOR': '1 DÍA'}",['https://www.cecomsa.com/web/image/product.product/1022/image_1024/%5BSIL953%5D%20SILL%C3%93N%20EJECUTIVO%20STARKEN%20EN%20PIEL%20%28HLC-0631L-1%29?unique=530f36d']
sil929-sillon-ejecutivo-starken-en-nylon-red-h-8878f-1021,SILLÓN EJECUTIVO STARKEN EN NYLON RED (H-8878F),SIL929,8294.81,9758.6,15.0,-15%,https://www.cecomsa.com/shop/sil929-sillon-ejecutivo-starken-en-nylon-red-h-8878f-1021,https://www.cecomsa.com/web/image/product.template/1021/image_256/%5BSIL929%5D%20SILL%C3%93N%20EJECUTIVO%20STARKEN%20EN%20NYLON%20RED%20%28H-8878F%29?unique=530f36d,"{'Marca': 'STARKEN', 'Color': 'RED', 'Soporte en CS': '1 DÍA', 'Soporte en Partes': '1 DÍA', 'Soporte en Proveedor': '1 DÍA'}","{'MARCA': 'STARKEN', 'MODELO': 'H-8878F', 'COLOR': 'RED', 'MATERIAL': 'NYLON', 'DIMENSIÓN': 'Ancho 24.5 pulg. Altura 50 pulg. Profundidad 21.5 pulg.', 'SOPORTE EN CS': '1 DÍA', 'SOPORTE EN PARTES': '1 DÍA', 'SOPORTE EN PROVEEDOR': '1 DÍA'}",['https://www.cecomsa.com/web/image/product.product/1021/image_1024/%5BSIL929%5D%20SILL%C3%93N%20EJECUTIVO%20STARKEN%20EN%20NYLON%20RED%20%28H-8878F%29?unique=530f36d']
sil946-sillon-ejecutivo-starken-white-pu-hlc-0631l-1-1016,SILLÓN EJECUTIVO STARKEN WHITE PU (HLC-0631L-1),SIL946,11323.87,13322.2,15.0,-15%,https://www.cecomsa.com/shop/sil946-sillon-ejecutivo-starken-white-pu-hlc-0631l-1-1016,https://www.cecomsa.com/web/image/product.template/1016/image_256/%5BSIL946%5D%20SILL%C3%93N%20EJECUTIVO%20STARKEN%20WHITE%20PU%20%28HLC-0631L-1%29?unique=530f36d,"{'Marca': 'STARKEN', 'Color': 'WHITE', 'Soporte en CS': '1 MES', 'Soporte en Partes': '1 MES', 'Soporte en Proveedor': '1 MES'}","{'MARCA': 'STARKEN', 'MODELO': 'HLC-0631L-1', 'COLOR': 'WHITE', 'MATERIAL': 'PU', 'DIMENSIÓN': 'Ancho 23 pulg. Altura 45 pulg. Profundidad 23 pulg.', 'SOPORTE EN CS': '1 MES', 'SOPORTE EN PARTES': '1 MES', 'SOPORTE EN PROVEEDOR': '1 MES'}",['https://www.cecomsa.com/web/image/product.product/1016/image_1024/%5BSIL946%5D%20SILL%C3%93N%20EJECUTIVO%20STARKEN%20WHITE%20PU%20%28HLC-0631L-1%29?unique=530f36d']
sil700-sillon-ejecutivo-starken-en-malla-black-h-8878f-1015,SILLÓN EJECUTIVO STARKEN EN MALLA BLACK (H-8878F),SIL700,8084.18,9510.8,15.0,-15%,https://www.cecomsa.com/shop/sil700-sillon-ejecutivo-starken-en-malla-black-h-8878f-1015,https://www.cecomsa.com/web/image/product.template/1015/image_256/%5BSIL700%5D%20SILL%C3%93N%20EJECUTIVO%20STARKEN%20EN%20MALLA%20BLACK%20%28H-8878F%29?unique=530f36d,"{'Marca': 'STARKEN', 'Color': 'BLACK', 'Soporte en CS': '1 DÍA', 'Soporte en Partes': '1 DÍA', 'Soporte en Proveedor': '1 DÍA'}","{'MARCA': 'STARKEN', 'MODELO': 'H-8878F', 'COLOR': 'BLACK', 'MATERIAL': 'ALUMINIO', 'DIMENSIÓN': '24 pulg. Ancho  47 pulg. Alto  17 pulg. Profundidad.', 'SOPORTE EN CS': '1 DÍA', 'SOPORTE EN PARTES': '1 DÍA', 'SOPORTE EN PROVEEDOR': '1 DÍA'}",['https://www.cecomsa.com/web/image/product.product/1015/image_1024/%5BSIL700%5D%20SILL%C3%93N%20EJECUTIVO%20STARKEN%20EN%20MALLA%20BLACK%20%28H-8878F%29?unique=530f36d']
sil600-sillon-ejecutivo-starken-pu-black-hlc-1272l-1014,SILLÓN EJECUTIVO STARKEN PU BLACK (HLC-1272L),SIL600,10210.54,12012.4,15.0,-15%,https://www.cecomsa.com/shop/sil600-sillon-ejecutivo-starken-pu-black-hlc-1272l-1014,https://www.cecomsa.com/web/image/product.template/1014/image_256/%5BSIL600%5D%20SILL%C3%93N%20EJECUTIVO%20STARKEN%20PU%20BLACK%20%28HLC-1272L%29?unique=530f36d,"{'Marca': 'STARKEN', 'Color': 'BLACK', 'Soporte en CS': '1 DÍA', 'Soporte en Partes': '1 DÍA', 'Soporte en Proveedor': '1 DÍA'}","{'MARCA': 'STARKEN', 'MODELO': 'HLC-1272L', 'COLOR': 'BLACK', 'MATERIAL': 'PU', 'DIMENSIÓN': 'Ancho 62 cm  Altura 121 cm  Profundidad 56 cm Ancho 24.4 pulg  Altura 47.6 pulg  Profundidad 22 pulg.', 'SOPORTE EN CS': '1 DÍA', 'SOPORTE EN PARTES': '1 DÍA', 'SOPORTE EN PROVEEDOR': '1 DÍA'}",['https://www.cecomsa.com/web/image/product.product/1014/image_1024/%5BSIL600%5D%20SILL%C3%93N%20EJECUTIVO%20STARKEN%20PU%20BLACK%20%28HLC-1272L%29?unique=530f36d']
sil934-sillon-ejecutiva-starken-en-piel-ys-376a-1012,SILLÓN EJECUTIVA STARKEN EN PIEL (YS-376A),SIL934,20421.08,24024.8,15.0,-15%,https://www.cecomsa.com/shop/sil934-sillon-ejecutiva-starken-en-piel-ys-376a-1012,https://www.cecomsa.com/web/image/product.template/1012/image_256/%5BSIL934%5D%20SILL%C3%93N%20EJECUTIVA%20STARKEN%20EN%20PIEL%20%28YS-376A%29?unique=530f36d,"{'Marca': 'STARKEN', 'Color': 'BLACK', 'Soporte en CS': '1 DÍA', 'Soporte en Partes': '1 DÍA', 'Soporte en Proveedor': '1 DÍA'}","{'MARCA': 'STARKEN', 'MODELO': 'YS-376A', 'COLOR': 'BLACK', 'MATERIAL': 'PIEL', 'DIMENSIÓN': 'Ancho 18.5 pulg. Altura 33 pulg. Profundidad 19 pulg.', 'SOPORTE EN CS': '1 DÍA', 'SOPORTE EN PARTES': '1 DÍA', 'SOPORTE EN PROVEEDOR': '1 DÍA'}",['https://www.cecomsa.com/web/image/product.product/1012/image_1024/%5BSIL934%5D%20SILL%C3%93N%20EJECUTIVA%20STARKEN%20EN%20PIEL%20%28YS-376A%29?unique=530f36d']
sil958-sillon-ejecutiva-starken-en-nylon-black-cm-b207as-21-1011,SILLÓN EJECUTIVA STARKEN EN NYLON BLACK (CM-B207AS-21),SIL958,20621.68,24260.8,15.0,-15%,https://www.cecomsa.com/shop/sil958-sillon-ejecutiva-starken-en-nylon-black-cm-b207as-21-1011,https://www.cecomsa.com/web/image/product.template/1011/image_256/%5BSIL958%5D%20SILL%C3%93N%20EJECUTIVA%20STARKEN%20EN%20NYLON%20BLACK%20%28CM-B207AS-21%29?unique=530f36d,"{'Marca': 'STARKEN', 'Color': 'BLACK', 'Soporte en CS': '1 DÍA', 'Soporte en Partes': '1 DÍA', 'Soporte en Proveedor': '1 DÍA'}","{'MARCA': 'STARKEN', 'MODELO': 'CM-B121AS-21', 'COLOR': 'BLACK', 'MATERIAL': 'NYLON', 'DIMENSIÓN': 'Ancho 22.8 pulg. Altura 19 pulg. Profundidad 22 pulg.', 'SOPORTE EN CS': '1 DÍA', 'SOPORTE EN PARTES': '1 DÍA', 'SOPORTE EN PROVEEDOR': '1 DÍA'}",['https://www.cecomsa.com/web/image/product.product/1011/image_1024/%5BSIL958%5D%20SILL%C3%93N%20EJECUTIVA%20STARKEN%20EN%20NYLON%20BLACK%20%28CM-B207AS-21%29?unique=530f36d']
sil644-sillon-de-espera-starken-en-piel-black-b-33-1004,SILLÓN DE ESPERA STARKEN EN PIEL BLACK (B-33),SIL644,3029.06,3563.6,15.0,-15%,https://www.cecomsa.com/shop/sil644-sillon-de-espera-starken-en-piel-black-b-33-1004,https://www.cecomsa.com/web/image/product.template/1004/image_256/%5BSIL644%5D%20SILL%C3%93N%20DE%20ESPERA%20STARKEN%20EN%20PIEL%20BLACK%20%28B-33%29?unique=530f36d,"{'Marca': 'STARKEN', 'Color': 'BLACK', 'Soporte en CS': '1 DÍA', 'Soporte en Partes': '1 DÍA', 'Soporte en Proveedor': '1 DÍA'}","{'MARCA': 'STARKEN', 'COLOR': 'BLACK', 'MATERIAL': 'PIEL', 'DIMENSIÓN': 'Ancho 18 pulg. Altura 34 pulg. Profundidad 18.5 pulg.', 'SOPORTE EN CS': '1 DÍA', 'SOPORTE EN PARTES': '1 DÍA', 'SOPORTE EN PROVEEDOR': '1 DÍA'}",['https://www.cecomsa.com/web/image/product.product/1004/image_1024/%5BSIL644%5D%20SILL%C3%93N%20DE%20ESPERA%20STARKEN%20EN%20PIEL%20BLACK%20%28B-33%29?unique=530f36d']
sil845-silla-visita-starken-en-nylon-gray-dc-355-3-1000,SILLA VISITA STARKEN EN NYLON GRAY (DC-355-3),SIL845,3640.89,4283.4,15.0,-15%,https://www.cecomsa.com/shop/sil845-silla-visita-starken-en-nylon-gray-dc-355-3-1000,https://www.cecomsa.com/web/image/product.template/1000/image_256/%5BSIL845%5D%20SILLA%20VISITA%20STARKEN%20EN%20NYLON%20GRAY%20%28DC-355-3%29?unique=530f36d,"{'Marca': 'STARKEN', 'Color': 'GRAY', 'Soporte en CS': '1 DÍA', 'Soporte en Partes': '1 DÍA', 'Soporte en Proveedor': '1 DÍA'}","{'MARCA': 'STARKEN', 'MODELO': 'DC-355-3', 'COLOR': 'GRAY', 'MATERIAL': 'NYLON', 'DIMENSIÓN': 'Ancho 18.7 pulg. Altura 33 pulg. Profundidad 19 pulg.', 'SOPORTE EN CS': '1 DÍA', 'SOPORTE EN PARTES': '1 DÍA', 'SOPORTE EN PROVEEDOR': '1 DÍA'}",['https://www.cecomsa.com/web/image/product.product/1000/image_1024/%5BSIL845%5D%20SILLA%20VISITA%20STARKEN%20EN%20NYLON%20GRAY%20%28DC-355-3%29?unique=530f36d']
sil955-silla-semi-ejecutiva-starken-en-piel-black-red-cm-b206bs-1-993,SILLA SEMI-EJECUTIVA STARKEN EN PIEL BLACK-RED (CM-B206BS-1),SIL955,8294.81,9758.6,15.0,-15%,https://www.cecomsa.com/shop/sil955-silla-semi-ejecutiva-starken-en-piel-black-red-cm-b206bs-1-993,https://www.cecomsa.com/web/image/product.template/993/image_256/%5BSIL955%5D%20SILLA%20SEMI-EJECUTIVA%20STARKEN%20EN%20PIEL%20BLACK-RED%20%28CM-B206BS-1%29?unique=530f36d,"{'Marca': 'STARKEN', 'Color': 'RED', 'Soporte en CS': '1 DÍA', 'Soporte en Partes': '1 DÍA', 'Soporte en Proveedor': '1 DÍA'}","{'MARCA': 'STARKEN', 'MODELO': 'CM-B206BS-1', 'COLOR': 'RED', 'MATERIAL': 'PIEL', 'DIMENSIÓN': 'Ancho 23 pulg. Altura 38 pulg. Profundidad 22 pulg.', 'SOPORTE EN CS': '1 DÍA', 'SOPORTE EN PARTES': '1 DÍA', 'SOPORTE EN PROVEEDOR': '1 DÍA'}",['https://www.cecomsa.com/web/image/product.product/993/image_1024/%5BSIL955%5D%20SILLA%20SEMI-EJECUTIVA%20STARKEN%20EN%20PIEL%20BLACK-RED%20%28CM-B206BS-1%29?unique=530f36d']
sil835-silla-semi-ejecutiva-starken-en-nylon-gray-cm-b206bsw-1-990,SILLA SEMI-EJECUTIVA STARKEN EN NYLON GRAY (CM-B206BSW-1),SIL835,10310.84,12130.4,15.0,-15%,https://www.cecomsa.com/shop/sil835-silla-semi-ejecutiva-starken-en-nylon-gray-cm-b206bsw-1-990,https://www.cecomsa.com/web/image/product.template/990/image_256/%5BSIL835%5D%20SILLA%20SEMI-EJECUTIVA%20STARKEN%20EN%20NYLON%20GRAY%20%28CM-B206BSW-1%29?unique=530f36d,"{'Marca': 'STARKEN', 'Color': 'GRAY', 'Soporte en CS': '1 DÍA', 'Soporte en Partes': '1 DÍA', 'Soporte en Proveedor': '1 DÍA'}","{'MARCA': 'STARKEN', 'MODELO': 'CM-B206BSW-1', 'COLOR': 'GRAY', 'MATERIAL': 'NYLON', 'DIMENSIÓN': 'Ancho 24"" pulg. Profundidad 22.5 pulg. Alto 37"" Pulg.', 'SOPORTE EN CS': '1 DÍA', 'SOPORTE EN PARTES': '1 DÍA', 'SOPORTE EN PROVEEDOR': '1 DÍA'}",['https://www.cecomsa.com/web/image/product.product/990/image_1024/%5BSIL835%5D%20SILLA%20SEMI-EJECUTIVA%20STARKEN%20EN%20NYLON%20GRAY%20%28CM-B206BSW-1%29?unique=530f36d']
sil892-silla-semi-ejecutiva-starken-en-piel-green-hlc-1688fx-2-987,SILLA SEMI EJECUTIVA STARKEN EN PIEL GREEN (HLC-1688FX-2),SIL892,8206.9,16413.8,50.0,-50%,https://www.cecomsa.com/shop/sil892-silla-semi-ejecutiva-starken-en-piel-green-hlc-1688fx-2-987,https://www.cecomsa.com/web/image/product.template/987/image_256/%5BSIL892%5D%20SILLA%20SEMI%20EJECUTIVA%20STARKEN%20EN%20PIEL%20GREEN%20%28HLC-1688FX-2%29?unique=530f36d,"{'Marca': 'STARKEN', 'Color': 'GREEN', 'Soporte en CS': '1 DÍA', 'Soporte en Partes': '1 DÍA', 'Soporte en Proveedor': '1 DÍA'}","{'MARCA': 'STARKEN', 'MODELO': 'HLC-1688FX-2', 'COLOR': 'GREEN', 'MATERIAL': 'PIEL', 'DIMENSIÓN': 'Altura: 41""Pulg\nAncho: 25.5""Pulg\nProfundidad: 22""Pulg', 'SOPORTE EN CS': '1 DÍA', 'SOPORTE EN PARTES': '1 DÍA', 'SOPORTE EN PROVEEDOR': '1 DÍA'}",['https://www.cecomsa.com/web/image/product.product/987/image_1024/%5BSIL892%5D%20SILLA%20SEMI%20EJECUTIVA%20STARKEN%20EN%20PIEL%20GREEN%20%28HLC-1688FX-2%29?unique=530f36d']
sil933-silla-semi-ejecutiva-starken-black-7203-1-984,SILLA SEMI EJECUTIVA STARKEN BLACK (7203-1),SIL933,9097.21,10702.6,15.0,-15%,https://www.cecomsa.com/shop/sil933-silla-semi-ejecutiva-starken-black-7203-1-984,https://www.cecomsa.com/web/image/product.template/984/image_256/%5BSIL933%5D%20SILLA%20SEMI%20EJECUTIVA%20STARKEN%20BLACK%20%287203-1%29?unique=530f36d,"{'Marca': 'STARKEN', 'Color': 'BLACK', 'Soporte en CS': '1 DÍA', 'Soporte en Partes': '1 DÍA', 'Soporte en Proveedor': '1 DÍA'}","{'MARCA': 'STARKEN', 'MODELO': '7203-1', 'COLOR': 'BLACK', 'MATERIAL': 'NYLON', 'DIMENSIÓN': 'Ancho 25 pulg. Altura 50 pulg. Profundidad 18 pulg.', 'SOPORTE EN CS': '1 DÍA', 'SOPORTE EN PARTES': '1 DÍA', 'SOPORTE EN PROVEEDOR': '1 DÍA'}",['https://www.cecomsa.com/web/image/product.product/984/image_1024/%5BSIL933%5D%20SILLA%20SEMI%20EJECUTIVA%20STARKEN%20BLACK%20%287203-1%29?unique=530f36d']
sil766-silla-secretarial-starken-en-nylon-green-fc-8-982,SILLA SECRETARIAL STARKEN EN NYLON GREEN (FC-8),SIL766,6268.75,7375.0,15.0,-15%,https://www.cecomsa.com/shop/sil766-silla-secretarial-starken-en-nylon-green-fc-8-982?page=2,https://www.cecomsa.com/web/image/product.template/982/image_256/%5BSIL766%20%5D%20SILLA%20SECRETARIAL%20STARKEN%20EN%20NYLON%20GREEN%20%28FC-8%29?unique=530f36d,"{'Marca': 'STARKEN', 'Color': 'GREEN', 'Soporte en CS': '1 DÍA', 'Soporte en Partes': '1 DÍA', 'Soporte en Proveedor': '1 DÍA'}","{'MARCA': 'STARKEN', 'MODELO': 'FC-8', 'COLOR': 'GREEN', 'MATERIAL': 'NYLON', 'SOPORTE EN CS': '1 DÍA', 'SOPORTE EN PARTES': '1 DÍA', 'SOPORTE EN PROVEEDOR': '1 DÍA'}",['https://www.cecomsa.com/web/image/product.product/982/image_1024/%5BSIL766%20%5D%20SILLA%20SECRETARIAL%20STARKEN%20EN%20NYLON%20GREEN%20%28FC-8%29?unique=530f36d']
sil762-silla-secretarial-starken-en-nylon-gray-white-fc-14-980,SILLA SECRETARIAL STARKEN EN NYLON GRAY/WHITE (FC-14),SIL762,8395.11,9876.6,15.0,-15%,https://www.cecomsa.com/shop/sil762-silla-secretarial-starken-en-nylon-gray-white-fc-14-980?page=2,https://www.cecomsa.com/web/image/product.template/980/image_256/%5BSIL762%5D%20SILLA%20SECRETARIAL%20STARKEN%20EN%20NYLON%20GRAY-WHITE%20%28FC-14%29?unique=9dc133e,"{'Marca': 'STARKEN', 'Color': 'GRAY', 'Soporte en CS': '1 DÍA', 'Soporte en Partes': '1 DÍA', 'Soporte en Proveedor': '1 DÍA'}","{'MARCA': 'STARKEN', 'MODELO': 'FC-14', 'COLOR': 'GRAY', 'MATERIAL': 'NYLON', 'DIMENSIÓN': 'Ancho 23 pulg. Altura 45 pulg. Profundidad 23 pulg.', 'SOPORTE EN CS': '1 DÍA', 'SOPORTE EN PARTES': '1 DÍA', 'SOPORTE EN PROVEEDOR': '1 DÍA'}",['https://www.cecomsa.com/web/image/product.product/980/image_1024/%5BSIL762%5D%20SILLA%20SECRETARIAL%20STARKEN%20EN%20NYLON%20GRAY-WHITE%20%28FC-14%29?unique=9dc133e']
